time_m,excess_return_2,excess_return_3,excess_return_4,excess_return_5,average_excess_return,risk_free_rate,forward_1_2,forward_2_3,forward_3_4,forward_4_5
1991-10,0.024589297952794707,0.0415097694398802,0.057177388098272074,0.057437241987738884,0.04517842436967147,0.05153682811663985,0.060547266952244876,0.07023733287246625,0.07859940824533868,0.07462349232081478
1991-11,0.020017049695780678,0.03113327539581437,0.04351779118155158,0.042864978610343524,0.034383273720872534,0.04815481414437778,0.059238539023839146,0.06667972280846692,0.08045872788589356,0.07515701878421555
1991-12,0.016394924686825685,0.023595240870533343,0.033528429713886976,0.02695856723284737,0.025119290626023343,0.041827991534058445,0.05290134552307428,0.06056789253294405,0.07609391861477893,0.06478630110200181
1992-01,0.02301314166146793,0.044889100626096336,0.06312507110319174,0.06847218328982405,0.049874874170145016,0.04327036595482069,0.05765825096243075,0.07167120461159088,0.07742801198109159,0.07138698443878272
1992-02,0.02769583277407222,0.05232571967247867,0.07824298430899104,0.09085921819203452,0.06228093873689411,0.04389136027065991,0.06098488876779807,0.06985248282195401,0.08030062573044511,0.07780929642183448
1992-03,0.03164703620968761,0.06293337129719193,0.0889246790084211,0.10135135159780667,0.07121410952827684,0.04609307710535839,0.0651710522142539,0.07606813276323543,0.08229014345102612,0.07631121516173983
1992-04,0.031171533709416784,0.06253995237396925,0.09025292406053617,0.10866630867667604,0.07315767970514955,0.04375935894055267,0.06404934103268192,0.07399862981045478,0.08265772285131465,0.0815843762183181
1992-05,0.024556509671283124,0.047821263150602845,0.0697743829472901,0.08880919253508573,0.05774033707606545,0.04257210302864602,0.06116344586592041,0.07060930716987499,0.07834549892586104,0.0819079227720983
1992-06,0.02034733136331939,0.04330822801022135,0.06722402529098381,0.08494338133419166,0.05395574149967905,0.04063466119568599,0.05534409252750081,0.06761467502267106,0.07604635313643912,0.07593373192320516
1992-07,0.016552425178288394,0.03222647468476929,0.05077189149261806,0.0631356978396533,0.040671622298832255,0.03569918515870775,0.05140310015697691,0.06294543822559089,0.07253657155586174,0.0697482058497702
1992-08,0.014286339158388194,0.031247193301323445,0.052510141924351175,0.06721216257082609,0.04131395923872222,0.034358017793279474,0.047819715280545225,0.06008012876809671,0.0713457927927579,0.06754441744280756
1992-09,0.010698095507201938,0.02408751682135199,0.04203253442002626,0.05492132328823933,0.03293486750920488,0.031051522547811197,0.04443207558776663,0.056506305979184615,0.06720228328425173,0.06872401100387482
1992-10,0.018561032323592616,0.037298459830928714,0.061356631239605615,0.08106436197026265,0.049570121341097395,0.03595796899945016,0.05331686138538077,0.0629317895869468,0.07436363843134797,0.07461906239469981
1992-11,0.0192460093470216,0.0402229205424888,0.06347393971796328,0.0767118541355934,0.04991368093576677,0.03922148932805847,0.055563497108433224,0.06807421210015635,0.0758098313554236,0.07335802478450884
